st_astext
"POLYGON((-118.28523734595467 34.01854041966993,-118.28810261573483 34.01857981461483,-118.29026708987136 34.02014906126706,-118.29091029621178 34.02207552428271,-118.28801634279846 34.03205388524771,-118.28523734595467 34.01854041966993))"
